name,birth,age,sport,event,team,medal,gender,full_name,height_cm,weight_kg,born_location,born_lat_lon,death,rank
Davis Tarwater,1984-03-24,28,Swimming,Men's 4 x 200 metres Freestyle Relay,United States,Gold,Male,Davis Edward Tarwater,185,85,"Knoxville, Tennessee, United States","35.9606384,-83.9207392",,1
Sideris Tasiadis,1990-05-07,22,Canoeing,"Men's Canadian Singles, Slalom",Germany,Silver,Male,Sideris Tasiadis,179,79,"Augsburg, Bayern, Germany","48.3705449,10.89779",,2
Gretta Taslakian,1985-08-16,26,Athletics,Women's 200 metres,Lebanon,,Female,Gretta Taslakian,173,58,"Ghadir, Unknown, Lebanon",,,8 h3 r1/3
Elmurat Tasmuradov,1991-12-12,20,Wrestling,"Men's Featherweight, Greco-Roman",Uzbekistan,,Male,Elmurat Tasmuradov,,55,"Toshkent Viloyati, Uzbekistan","41.2213234,69.8597406",,16T
Nur Tatar,1992-08-16,19,Taekwondo,Women's Welterweight,Turkey,Silver,Female,Nur Tatar,173,,"Van, Van, Turkey","38.48914,43.40889",,2
Miranda Tatari,1983-09-20,28,Handball,Women's Handball,Croatia,,Female,Miranda Tatari,174,73,"Koprivnica, Koprivni√Ñ¬çko-kri√Ö¬æeva√Ñ¬çka √Ö¬æ","46.1639381,16.8334752",,7
Ryo Tateishi,1989-06-12,23,Swimming,Men's 100 metres Breaststroke,Japan,,Male,Ryo Tateishi,182,70,"Aoba-ku, Yokohama, Kanagawa, Japan","35.552824,139.5370189",,10
Ryo Tateishi,1989-06-12,23,Swimming,Men's 200 metres Breaststroke,Japan,Bronze,Male,Ryo Tateishi,182,70,"Aoba-ku, Yokohama, Kanagawa, Japan","35.552824,139.5370189",,3
Tetsuya Tateno,1991-08-05,20,Athletics,Men's 400 metres Hurdles,Japan,,Male,Tetsuya Tateno,177,73,"Kakogawa, Hyogo, Japan","34.7569503,134.8411775",,4 h6 r1/3
Alisha Tatham,1986-10-14,25,Basketball,Women's Basketball,Canada,,Female,Alisha Tatham,180,75,"East York, Ontario, Canada","43.6912006,-79.3416638",,8
Tamara Tatham,1985-08-19,26,Basketball,Women's Basketball,Canada,,Female,Tamara T. Tatham,185,75,"East York, Ontario, Canada","43.6912006,-79.3416638",,8
Diana Taurasi,1982-06-11,30,Basketball,Women's Basketball,United States,Gold,Female,Diana Lurena Taurasi,183,75,"Chino, California, United States","34.0122346,-117.688944",,1
Maria Leonor Tavares,1985-09-24,26,Athletics,Women's Pole Vault,Portugal,,Female,Maria Leonor Ribeiro Tavares,165,55,"Paris, Paris, France","48.856614,2.3522219",,31T
Sharon Tavengwa,1983-12-09,28,Athletics,Women's Marathon,Zimbabwe,,Female,Sharon Tavengwa,157,47,"Chirumanzu, Midlands, Zimbabwe",,,AC
Hirokatsu Tayama,1981-11-12,30,Triathlon,Men's Olympic Distance,Japan,,Male,Hirokatsu Tayama,166,62,"Oarai, Ibaraki, Japan","36.3134425,140.5749744",,20
Michael Tayler,1992-02-06,20,Canoeing,"Men's Kayak Singles, Slalom",Canada,,Male,Michael Tayler,175,67,"Calgary, Alberta, Canada","51.0453246,-114.0581012",,20
Angelo Taylor,1978-12-29,33,Athletics,Men's 400 metres Hurdles,United States,,Male,"Angelo F. Taylor, Jr.",188,84,"Albany, Georgia, United States","31.5785074,-84.155741",,5
Angelo Taylor,1978-12-29,33,Athletics,Men's 4 x 400 metres Relay,United States,Silver,Male,"Angelo F. Taylor, Jr.",188,84,"Albany, Georgia, United States","31.5785074,-84.155741",,2
Christian Taylor,1990-06-18,22,Athletics,Men's Triple Jump,United States,Gold,Male,Christian Taylor,188,79,"Long Island, New York, United States","40.7891424,-73.1349605",,1
Erin Taylor,1987-06-08,25,Canoeing,"Women's Kayak Doubles, 500 metres",New Zealand,,Female,Erin Taylor,167,66,"Auckland, Auckland, New Zealand","-36.8484597,174.7633315",,7
Jayde Taylor,1985-04-03,27,Hockey,Women's Hockey,Australia,,Female,Jayde Taylor,163,62,"Joondalup, Western Australia, Australia","-31.7433574,115.7641717",,5
Jennifer Taylor,1980-08-16,31,Volleyball,Women's Volleyball,Great Britain,,Female,Jennifer Taylor,179,74,"Bolton, Greater Manchester, Great Britai","53.584441,-2.428619",,9T
Josh Taylor,1991-01-02,21,Boxing,Men's Lightweight,Great Britain,,Male,Josh Taylor,176,,"Edinburgh, City of Edinburgh, Great Brit","55.953252,-3.188267",,9T
Kathleen Taylor,1984-11-09,27,Hockey,Women's Hockey,South Africa,,Female,Kathleen Francis Taylor,163,56,"Oxford, Oxfordshire, Great Britain","51.7520209,-1.2577263",,10
Katie Taylor,1986-07-02,26,Boxing,Women's Lightweight,Ireland,Gold,Female,Katie Taylor,165,,"Dublin, Dublin, Ireland","53.3498053,-6.2603097",,1
Larry Taylor,1980-10-03,31,Basketball,Men's Basketball,Brazil,,Male,Larry James Taylor Junior,188,85,"Algonquin, Illinois, United States","42.1655801,-88.2942493",,5
Neil Taylor,1989-02-07,23,Football,Men's Football,Great Britain,,Male,Neil John Taylor,175,65,"St Asaph, Denbighshire, Great Britain","53.257975,-3.443728",,5
Peter Taylor,1984-01-03,28,Rowing,Men's Lightweight Double Sculls,New Zealand,Bronze,Male,Peter Taylor,189,70,"Lower Hutt, Wellington, New Zealand","-41.2091655,174.9080557",,3
Ryan Taylor,1980-03-02,32,Shooting,"Men's Small-Bore Rifle, Prone, 50 metre",New Zealand,,Male,Ryan Grant Taylor,175,78,"Palmerston North, Manawatu-Wanganui, New","-40.3375985,175.6224362",,25
Shannon Taylor,1986-12-25,25,Hockey,Women's Hockey,United States,,Female,Shannon Taylor,173,66,"Milford, Delaware, United States","38.9126129,-75.4279748",,12
Artur Taymazov,1979-07-20,33,Wrestling,"Men's Super-Heavyweight, Freestyle",Uzbekistan,Gold,Male,Artur Borisovich Taymazov,190,120,"Nogir, Respublika Severnaya Osetiya-Alan","43.083333,44.633333",,1
Servet Tazeg√É¬ºl,1988-09-26,23,Taekwondo,Men's Featherweight,Turkey,Gold,Male,Servet Tazeg√É¬ºl,176,68,"N√É¬ºrnberg, Bayern, Germany","49.45203,11.07675",,1
Audrey Tcheumeo,1990-04-20,22,Judo,Women's Half-Heavyweight,France,Bronze,Female,Audrey Tcheumeo,177,78,"Bondy, Seine-Saint-Denis, France","48.906008,2.481875",,3T
Alicja Tch√É¬≥rz,1992-08-13,19,Swimming,Women's 100 metres Backstroke,Poland,,Female,Alicja Tch√É¬≥rz,177,67,"Kalisz, Wielkopolskie, Poland","51.7672799,18.0853462",,25
Alicja Tch√É¬≥rz,1992-08-13,19,Swimming,Women's 200 metres Backstroke,Poland,,Female,Alicja Tch√É¬≥rz,177,67,"Kalisz, Wielkopolskie, Poland","51.7672799,18.0853462",,29
Mike Tebulo,1985-06-05,27,Athletics,Men's Marathon,Malawi,,Male,Mike Wedston Tebulo,176,76,"Zomba, Zomba, Malawi","-15.383333,35.333333",,44
Horia Tec√Ñ∆íu,1985-01-19,27,Tennis,Men's Doubles,Romania,,Male,Horia Tec√Ñ∆íu,192,90,"Bra√Ö≈∏ov, Bra√Ö≈∏ov, Romania","45.666667,25.616667",,17T
Jing Yi Tee,1991-02-08,21,Badminton,Women's Singles,Malaysia,,Female,Jing Yi Tee,166,50,"George Town, Pulau Pinang, Malaysia","5.41792,100.329597",,17T
Fr√É¬©d√É¬©ric Tefot,1979-12-03,32,Weightlifting,Men's Super-Heavyweight,Cameroon,,Male,Fr√É¬©d√É¬©ric Fokejou Tefot,187,133,"Bagam, Unknown, Cameroon",,,17
Matt Tegenkamp,1982-01-19,30,Athletics,"Men's 10,000 metres",United States,,Male,"Matthew ""Matt"" Tegenkamp",186,68,"Lee\'s Summit, Missouri, United States",,,19
Lara Teixeira,1987-11-26,24,Synchronized Swimming,Women's Duet,Brazil,,Female,Lara Puglia Teixeira,167,57,"Rio de Janeiro, Rio de Janeiro, Brazil","-22.9082998,-43.1970773",,13
Issam Tej,1979-07-29,32,Handball,Men's Handball,Tunisia,,Male,Issam Tej,186,110,"Tunis, Tunis, Tunisia","36.8064948,10.1815316",,8
Gladys Tejeda,1985-09-30,26,Athletics,Women's Marathon,Peru,,Female,Gladys Lucy Tejeda Pucuhuaranga,162,46,"Santa Fe de Jauja, Jun√É¬≠n, Peru","-11.466667,-75.1333329",,43
Daniel Teklehaymanot,1988-11-10,23,Cycling,"Men's Road Race, Individual",Eritrea,,Male,Daniel Teklehaymanot Girmazion,188,71,"Debarwa, Debub, Eritrea","15.1398479,38.7786956",,73
Minna Telde,1974-12-19,37,Equestrianism,"Mixed Dressage, Individual",Sweden,,Female,Kristina Minna Telde,166,54,"√É‚Äûrentuna, Uppsala, Uppsala, Sweden","59.9383918,17.5939874",,20
Minna Telde,1974-12-19,37,Equestrianism,"Mixed Dressage, Team",Sweden,,Female,Kristina Minna Telde,166,54,"√É‚Äûrentuna, Uppsala, Uppsala, Sweden","59.9383918,17.5939874",,5
Yelena Telepushkina,1969-01-22,43,Equestrianism,"Mixed Three-Day Event, Individual",Belarus,,Female,Yelena Ivanovna Telepushkina,165,55,"Kartevshchina, Vitebsk, Belarus","55.183333,30.166667",,AC
Gonzalo Tellechea,1985-07-11,27,Triathlon,Men's Olympic Distance,Argentina,,Male,Gonzalo Ra√É¬∫l Tellechea,175,63,"San Juan, San Juan, Argentina","-31.5272732,-68.5214081",,38
Cristian Tello,1991-08-11,20,Football,Men's Football,Spain,,Male,Cristian Tello Herrera,178,65,"Sabadell, Barcelona, Spain","41.5462745,2.1086131",,14
Rodman Teltull,1994-01-29,18,Athletics,Men's 100 metres,Palau,,Male,Rodman Teltull,170,57,"Koror, Koror, Palau","7.3419444,134.4791667",,5 h2 r1/4
Lenur Temirov,1990-01-01,22,Wrestling,"Men's Lightweight, Greco-Roman",Ukraine,,Male,Lenur Serverovych Temirov,167,66,"Olmaliq, Toshkent Viloyati, Uzbekistan","40.85,69.6",,18
Stefano Tempesti,1979-06-09,33,Water Polo,Men's Water Polo,Italy,Silver,Male,Stefano Tempesti,205,97,"Prato, Prato, Italy","43.8777049,11.102228",,2
Stephane Tempier,1986-03-05,26,Cycling,"Men's Mountainbike, Cross-Country",France,,Male,Stephane Tempier,182,62,"Gap, Hautes-Alpes, France","44.559638,6.079758",,11
Teng Fei,1988-01-23,24,Water Polo,Women's Water Polo,China,,Female,Teng Fei,170,65,"Jilin, China","43.837883,126.549572",,5
Teng Zhiqiang,1991-10-26,20,Canoeing,"Men's Canadian Singles, Slalom",China,,Male,Teng Zhiqiang,184,80,"Hunan, Sichuan, China","30.9808909,104.2747546",,12
Jessica Tengrove,1987-08-15,24,Athletics,Women's Marathon,Australia,,Female,Jessica Tengrove,165,50,"North Adelaide, South Australia, Austral","-34.9062759,138.5941616",,39
Rosa Tenorio,1984-10-02,27,Weightlifting,Women's Light-Heavyweight,Ecuador,,Female,Rosa √É¬Ångela Tenorio Silva,163,69,"Guayaquil, Guayas, Ecuador","-2.1709979,-79.9223592",,11
Viktor Tepl√É¬Ω,1990-10-19,21,Sailing,Men's One Person Dinghy,Czech Republic,,Male,Viktor Tepl√É¬Ω,183,81,"Brno, Jihomoravsk√É¬Ω kraj , Czech Republi","49.1950602,16.6068371",,28
Aya Terakawa,1984-11-12,27,Swimming,Women's 100 metres Backstroke,Japan,Bronze,Female,Aya Terakawa,173,60,"Osaka, Osaka, Japan","34.6937378,135.5021651",,3
Aya Terakawa,1984-11-12,27,Swimming,Women's 4 x 100 metres Medley Relay,Japan,Bronze,Female,Aya Terakawa,173,60,"Osaka, Osaka, Japan","34.6937378,135.5021651",,3
Asuka Teramoto,1995-11-19,16,Gymnastics,Women's Individual All-Around,Japan,,Female,Asuka Teramoto,136,,"Komaki, Aichi, Japan","35.2903104,136.9109515",,11
Asuka Teramoto,1995-11-19,16,Gymnastics,Women's Team All-Around,Japan,,Female,Asuka Teramoto,136,,"Komaki, Aichi, Japan","35.2903104,136.9109515",,8
Asuka Teramoto,1995-11-19,16,Gymnastics,Women's Floor Exercise,Japan,,Female,Asuka Teramoto,136,,"Komaki, Aichi, Japan","35.2903104,136.9109515",,12 r1/2
Asuka Teramoto,1995-11-19,16,Gymnastics,Women's Uneven Bars,Japan,,Female,Asuka Teramoto,136,,"Komaki, Aichi, Japan","35.2903104,136.9109515",,15 r1/2
Asuka Teramoto,1995-11-19,16,Gymnastics,Women's Balance Beam,Japan,,Female,Asuka Teramoto,136,,"Komaki, Aichi, Japan","35.2903104,136.9109515",,15 r1/2
Nicolene Terblanche,1988-02-22,24,Hockey,Women's Hockey,South Africa,,Female,Nicolene Terblanche,160,62,"Groblersdal, Sekhukhune, Limpopo, South ","-25.167361,29.3986919",,10
Eva Ter√Ñ¬çelj,1992-01-21,20,Canoeing,"Women's Kayak Singles, Slalom",Slovenia,,Female,Eva Ter√Ñ¬çelj,166,57,"Ljubljana, Ljubljana, Slovenia","46.0569465,14.5057515",,13
Jill Terciera,1971-07-23,41,Equestrianism,"Mixed Jumping, Individual",Bermuda,,Female,"Jillian ""Jill"" Terciera",168,58,"Paget, Paget, Bermuda","32.281074,-64.7784787",,47T
Viktoriya Tereshchuk,1982-02-18,30,Modern Pentathlon,Women's Individual,Ukraine,,Female,Viktoriya Anatoli√É¬Øvna Tereshchuk,175,60,"Luhansk, Luhansk, Ukraine","48.574041,39.307815",,23
Josephine Terlecki,1986-02-17,26,Athletics,Women's Shot Put,Germany,,Female,Josephine Terlecki,183,81,"Weimar, Th√É¬ºringen, Germany","50.9794934,11.3235439",,18
Niki Terpstra,1984-05-18,28,Cycling,"Men's Road Race, Individual",Netherlands,,Male,Niki Terpstra,185,74,"Krommenie, Noord-Holland, Netherlands","52.5034775,4.7571696",,82
Anthony Terras,1985-06-21,27,Shooting,Men's Skeet,France,,Male,Anthony Joseph Terras,170,64,"Marseilles, Bouches-du-Rh√É¬¥ne, France","43.296482,5.36978",,17
Manel Terraza,1990-05-11,22,Hockey,Men's Hockey,Spain,,Male,Manel Terraza Farre,184,78,"Barcelona, Barcelona, Spain","41.3850639,2.1734035",,6
Simon Terry,1974-02-27,38,Archery,Men's Individual,Great Britain,,Male,Simon Duncan Terry,180,100,"Stirling, Stirling, Great Britain","56.1165227,-3.9369029",,17T
Simon Terry,1974-02-27,38,Archery,Men's Team,Great Britain,,Male,Simon Duncan Terry,180,100,"Stirling, Stirling, Great Britain","56.1165227,-3.9369029",,9T
Eloy Teruel,1982-11-20,29,Cycling,"Men's Team Pursuit, 4,000 metres",Spain,,Male,Eloy Teruel Rovira,181,73,"Murcia, Murcia, Spain","37.9922399,-1.1306544",,6
Eloy Teruel,1982-11-20,29,Cycling,Men's Omnium,Spain,,Male,Eloy Teruel Rovira,181,73,"Murcia, Murcia, Spain","37.9922399,-1.1306544",,9
Rapha√É¬´lle Tervel,1976-04-21,36,Handball,Women's Handball,France,,Female,Rapha√É¬´lle Tervel,178,68,"Besan√É¬ßon, Doubs, France","47.237829,6.0240539",,5
Dejan Terzi√Ñ‚Ä°,1987-04-21,25,Canoeing,"Men's Kayak Fours, 1,000 metres",Serbia,,Male,Dejan Terzi√Ñ‚Ä°,190,94,"Be√Ñ¬çej, Ju√Ö¬æna Ba√Ñ¬çka, Serbia","45.616667,20.033333",,9
Kiril Terziev,1983-09-01,28,Wrestling,"Men's Middleweight, Freestyle",Bulgaria,,Male,Kiril Stoychev Terziev,177,74,"Petrich, Blagoevgrad, Bulgaria","41.3981081,23.2066849",,14
Luca Tesconi,1982-01-03,30,Shooting,"Men's Air Pistol, 10 metres",Italy,Silver,Male,Luca Tesconi,177,73,"Pietrasanta, Lucca, Italy","43.9595513,10.2286323",,2
Nguse Tesfaldet,1986-11-10,25,Athletics,"Men's 10,000 metres",Eritrea,,Male,Nguse Tesfaldet,180,56,"Asmara, Maekel, Eritrea","15.333333,38.933333",,15
Mulualem Teshale,1987-09-12,24,Swimming,Men's 50 metres Freestyle,Ethiopia,,Male,Mulualem Girma Teshale,179,60,"Ambo, Oromiya, Ethiopia","8.9721547,37.8618422",,57
Martin Te√Ö¬°ovi√Ñ¬ç,1974-10-26,37,Weightlifting,Men's Heavyweight,Slovakia,,Male,Martin Te√Ö¬°ovi√Ñ¬ç,182,,"Bratislava, Bratislava, Slovakia","48.1458923,17.1071373",,11
Suleimana Tetteh,1992-08-18,19,Boxing,Men's Light-Flyweight,Ghana,,Male,Suleimana Tetteh,167,,"Accra, Greater Accra, Ghana","5.55,-0.2",,17T
Sergey Tetyukhin,1975-09-23,36,Volleyball,Men's Volleyball,Russia,Gold,Male,Sergey Yuryevich Tetyukhin,197,89,"Margilan, Fargona, Uzbekistan","40.471111,71.724722",,1
Ina-Yoko Teutenberg,1974-10-28,37,Cycling,"Women's Road Race, Individual",Germany,,Female,Ina-Yoko Teutenberg,163,64,"D√É¬ºsseldorf, Nordrhein-Westfalen, German","51.2277411,6.7734556",,4
Wilfried Tevoedjre,1979-09-20,32,Swimming,Men's 50 metres Freestyle,Benin,,Male,Wilfried Tevoedjre,180,,"Cotonou, Littoral, Benin","6.366667,2.433333",,58
Teklit Teweldebrhan,1993-10-01,18,Athletics,"Men's 1,500 metres",Eritrea,,Male,Teklit Teweldebrhan,172,65,"Adi Zemer, Debub, Eritrea",,,13 h1 r1/3
 Tha√É¬≠s Guedes,1993-01-20,19,Football,Women's Football,Brazil,,Female,Tha√É¬≠s Duarte Guedes,163,56,"S√É¬£o Paulo, S√É¬£o Paulo, Brazil","-23.5505199,-46.6333094",,6
 Tha√É¬≠sa,1987-05-15,25,Volleyball,Women's Volleyball,Brazil,Gold,Female,Tha√É¬≠sa Daher de Menezes,196,79,"Rio de Janeiro, Rio de Janeiro, Brazil","-22.9082998,-43.1970773",,1
Witthaya Thamwong,1987-09-18,24,Archery,Men's Individual,Thailand,,Male,Witthaya Thamwong,180,82,"Lampang, Thailand","18.2888404,99.490874",,33T
Shiva Thapa,1993-12-08,18,Boxing,Men's Bantamweight,India,,Male,Shiva Thapa,,,"Guwahati, Assam, India","26.1445169,91.7362365",,17T
Tilak Ram Tharu,1993-04-10,19,Athletics,Men's 100 metres,Nepal,,Male,Tilak Ram Tharu,168,72,"Chitwan District, Narayani, Nepal","27.529131,84.3542049",,5 h4 r1/4
Brianne Theisen,1988-12-18,23,Athletics,Women's Heptathlon,Canada,,Female,Brianne Theisen (-Eaton),173,64,"Saskatoon, Saskatchewan, Canada","52.1333972,-106.6832385",,10
Masempe Theko,1987-07-04,25,Swimming,Women's 50 metres Freestyle,Lesotho,,Female,Masempe Theko,,,"Maseru, Maseru, Lesotho","-29.31,27.48",,74
Jurgen Themen,1985-10-26,26,Athletics,Men's 100 metres,Suriname,,Male,Jurgen Themen,172,75,"Paramaribo, Paramaribo, Suriname","5.8520355,-55.2038278",,6 h1 r2/4
Argyris Theodoropoulos,1981-01-13,31,Water Polo,Men's Water Polo,Greece,,Male,Argyris Theodoropoulos,187,95,"Athina, Attiki, Greece","37.983917,23.7293599",,9
Morten Therkildsen,1983-09-24,28,Cycling,Men's BMX,Denmark,,Male,Morten Therkildsen,191,86,"Vejle, Syddanmark, Denmark","55.7113112,9.5363541",,19
Thet Zaw Win,1991-03-01,21,Athletics,Men's 400 metres,Myanmar,,Male,Thet Zaw Win,162,55,"Kyonpyaw, Ayeyarwady, Myanmar","17.3,95.2",,8 h4 r1/3
Amy Mback√É¬© Thiam,1976-11-10,35,Athletics,Women's 400 metres,Senegal,,Female,Amy Mback√É¬© Thiam,183,80,"Kaolack, Kaolack, Senegal","14.1652083,-16.0757749",,4 h7 r1/3
Ysaora Thibus,1991-08-22,20,Fencing,"Women's Foil, Individual",France,,Female,Ysaora Jennifer Thibus,174,56,"Les Abymes, Guadeloupe, Guadeloupe","16.2761141,-61.504845",,16
Ysaora Thibus,1991-08-22,20,Fencing,"Women's Foil, Team",France,,Female,Ysaora Jennifer Thibus,174,56,"Les Abymes, Guadeloupe, Guadeloupe","16.2761141,-61.504845",,4
Annekatrin Thiele,1984-10-18,27,Rowing,Women's Quadruple Sculls,Germany,Silver,Female,Annekatrin Thiele,173,69,"Sangerhausen, Sachsen-Anhalt, Germany","51.4725415,11.2995045",,2
Kerstin Thiele,1986-08-26,25,Judo,Women's Middleweight,Germany,Silver,Female,Kerstin Thiele,168,70,"Riesa, Sachsen, Germany","51.3117871,13.2677004",,2
Katrin Thiem,1988-07-02,24,Rowing,Women's Coxed Eights,Germany,,Female,Katrin Thiem,188,79,"Hannover, Niedersachsen, Germany","52.3758916,9.7320104",,7
Ga√É¬´tane Thiney,1985-10-28,26,Football,Women's Football,France,,Female,Ga√É¬´tane Iza Laure Thiney,169,59,"Troyes, Aube, France","48.2973451,4.0744009",,4
Irfan Kolothum Thodi,1990-02-08,22,Athletics,Men's 20 kilometres Walk,India,,Male,Irfan Kolothum Thodi,,,"Kizhuparamba, Kerala, India","11.247222,76.015",,10
Nick Thoman,1986-03-06,26,Swimming,Men's 100 metres Backstroke,United States,Silver,Male,"Nicholas ""Nick"" Thoman",185,84,"Cincinnati, Ohio, United States","39.1031182,-84.5120196",,2
Nick Thoman,1986-03-06,26,Swimming,Men's 4 x 100 metres Medley Relay,United States,Gold,Male,"Nicholas ""Nick"" Thoman",185,84,"Cincinnati, Ohio, United States","39.1031182,-84.5120196",,1
Adam Thomas,1992-04-01,20,Football,Men's Football,New Zealand,,Male,Adam Russell Thomas,188,,"Hamilton, Waikato, New Zealand","-37.7870012,175.279253",,16
Donald Thomas,1984-07-01,28,Athletics,Men's High Jump,Bahamas,,Male,Donald Alexander Thomas,190,81,"Freeport, City of Freeport, Bahamas","26.5237004,-78.6398737",,30T  r1/2
Geraint Thomas,1986-05-25,26,Cycling,"Men's Team Pursuit, 4,000 metres",Great Britain,Gold,Male,Geraint Howell Thomas,183,71,"Cardiff, Cardiff, Great Britain","51.481581,-3.17909",,1
Karine Thomas,1989-01-14,23,Synchronized Swimming,Women's Team,Canada,,Female,Karine Thomas,172,54,"Hull, Qu√É¬©bec, Canada","45.428731,-75.7133658",,4
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Individual All-Around,Great Britain,,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,7
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Team All-Around,Great Britain,Bronze,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,3
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Floor Exercise,Great Britain,,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,11 r1/2
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Horse Vault,Great Britain,,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,8
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Parallel Bars,Great Britain,,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,37 r1/2
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Horizontal Bar,Great Britain,,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,9 r1/2
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Rings,Great Britain,,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,35 r1/2
Kristian Thomas,1989-02-14,23,Gymnastics,Men's Pommelled Horse,Great Britain,,Male,Kristian James Thomas,180,,"Wolverhampton, West Midlands, Great Brit","52.586973,-2.12882",,25 r1/2
Mikel Thomas,1987-11-23,24,Athletics,Men's 110 metres Hurdles,Trinidad and Tobago,,Male,Mikel Kevon Thomas,186,79,"Port of Spain, Port of Spain, Trinidad a","10.666667,-61.516667",,5 h3 r1/3
Sarah Thomas,1981-01-12,31,Hockey,Women's Hockey,Great Britain,Bronze,Female,Sarah Thomas,163,59,"Aberdare, Rhondda Cynon Taf, Great Brita","51.716154,-3.451816",,3
Tristan Thomas,1986-05-23,26,Athletics,Men's 400 metres Hurdles,Australia,,Male,Tristan Thomas,185,70,"Brisbane, Queensland, Australia","-27.4710107,153.0234489",,7 h2 r2/3
√É‚Ä∞lodie Thomis,1986-08-13,25,Football,Women's Football,France,,Female,√É‚Ä∞lodie Ginette Thomis,166,59,"Colombes, Hauts-de-Seine, France","48.9220615,2.2533313",,4
